customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,service_count,avg_monthly_charge
3410-YOQBQ,Female,0,No,No,-0.055833672077855064,1,No,DSL,0,1,1,1,1,1,Two year,No,Mailed check,0.47987072312904416,0.09594215065214973,No,1.6590608883589242,0.5238650877755365
3170-NMYVV,Female,0,Yes,Yes,0.7178532386027215,1,No,No,0,0,0,0,0,0,Two year,No,Bank transfer (automatic),-1.4827115340671475,-0.5950826547730361,No,-1.0527767083528985,-1.5223809042818293
7410-OIEDU,Male,0,No,No,-0.9109613101984924,1,No,Fiber optic,1,0,1,0,0,0,Month-to-month,Yes,Mailed check,0.5014740841312035,-0.614296170878678,No,0.03195833033183049,0.7941181811432168
2273-QCKXA,Male,0,No,No,-1.2774445836787656,1,No,DSL,0,0,0,1,0,0,Month-to-month,No,Mailed check,-0.5221928679711283,-0.9841398115528358,No,-0.510409189010534,-0.5169799292307717
0731-EBJQB,Female,0,Yes,Yes,0.7992939660427822,1,No,No,0,0,0,0,0,0,One year,Yes,Electronic check,-1.4744025490663168,-0.5246036835244418,No,-1.0527767083528985,-1.4445429913451648
1891-QRQSA,Male,1,Yes,Yes,1.2879383306831464,1,Yes,Fiber optic,1,0,1,1,1,1,Two year,Yes,Bank transfer (automatic),1.5567151792366918,2.1261777055302837,No,1.6590608883589242,1.5271198162094606
8028-PNXHQ,Male,0,Yes,Yes,1.2064976032430856,1,Yes,No,0,0,0,0,0,0,Two year,Yes,Bank transfer (automatic),-1.3464441800535252,-0.3772706478532799,No,-1.0527767083528985,-1.3783560465658955
5630-AHZIL,Female,0,No,Yes,-1.1960038562387048,1,No,DSL,1,0,0,1,0,1,Month-to-month,Yes,Bank transfer (automatic),-0.00869759491979612,-0.9275139839487225,No,0.574325849674195,-0.18385055340604234
2673-CXQEU,Female,1,No,No,0.9621754209229036,1,Yes,Fiber optic,1,1,1,0,1,1,One year,No,Electronic check,1.5201556452330371,1.702862695120103,No,1.6590608883589242,1.4845691263074086
6416-JNVRK,Female,0,No,No,0.5549717837226001,1,No,DSL,0,0,0,0,0,1,One year,No,Credit card (automatic),-0.3028356639492,0.18049485700453238,No,-0.510409189010534,-0.20631853178990942
5590-ZSKRV,Female,0,Yes,Yes,-0.9924020376385531,1,No,DSL,1,1,0,0,0,0,Month-to-month,No,Mailed check,-0.33607160395252245,-0.7930193712092296,No,0.03195833033183049,-0.14592611413343368
0191-ZHSKZ,Male,1,No,No,-0.0965540357978854,1,No,DSL,1,1,0,0,1,1,Month-to-month,Yes,Electronic check,0.3319707901142591,-0.07431033764101187,No,1.1166933690165595,0.18760246631521826
3887-PBQAO,Female,0,Yes,Yes,0.5142514200025698,1,Yes,No,0,0,0,0,0,0,One year,Yes,Credit card (automatic),-1.2916048790480432,-0.4690366949250022,No,-1.0527767083528985,-1.2442848684280567
5919-TMRGD,Female,0,No,Yes,-1.2774445836787656,1,No,Fiber optic,0,0,0,0,1,0,Month-to-month,Yes,Electronic check,0.48485611412954227,-0.9707719691188302,Yes,-0.510409189010534,0.48406007944585283
8108-UXRQN,Female,0,Yes,Yes,-0.8702409464784621,0,No phone service,DSL,1,0,0,0,1,1,Month-to-month,No,Electronic check,-0.47233895796614456,-0.7563570706724021,No,0.03195833033183049,-0.4394916837346512
9191-MYQKX,Female,0,Yes,No,-1.0331224013585834,1,No,Fiber optic,0,0,1,0,0,0,Month-to-month,Yes,Bank transfer (automatic),0.34526516611558833,-0.7865560414515337,Yes,-0.510409189010534,0.20772395258108917
9919-YLNNG,Female,0,No,No,0.3920903288424788,1,No,Fiber optic,0,1,1,1,1,1,Month-to-month,Yes,Bank transfer (automatic),1.2974748472107767,0.9034392465914449,No,1.6590608883589242,1.2665798033429978
0318-ZOPWS,Female,0,Yes,No,0.6771328748826912,1,No,No,0,0,0,0,0,0,Two year,Yes,Bank transfer (automatic),-1.4827115340671475,-0.5763544398778698,No,-1.0527767083528985,-1.4812065853959504
4445-ZJNMU,Male,0,No,No,-0.9516816739185228,1,Yes,Fiber optic,0,1,0,0,1,1,Month-to-month,Yes,Credit card (automatic),1.1479131171958254,-0.6004430272341968,No,0.574325849674195,1.2351153994870607
4808-YNLEU,Female,0,Yes,No,0.10704778280226633,1,No,DSL,1,0,0,0,1,0,One year,Yes,Bank transfer (automatic),-0.08680205392760396,-0.028361136667358768,No,0.03195833033183049,-0.04624098314210362
1862-QRWPE,Female,0,Yes,Yes,0.6364125111626608,1,No,No,0,0,0,0,0,0,Two year,No,Bank transfer (automatic),-1.4660935640654862,-0.5394494887358046,No,-1.0527767083528985,-1.409959375914664
2796-NNUFI,Female,0,Yes,Yes,0.5549717837226001,1,No,No,0,0,0,0,0,0,Two year,Yes,Mailed check,-1.4893587220678117,-0.5967591498637697,No,-1.0527767083528985,-1.471623622395479
3016-KSVCP,Male,0,Yes,No,-0.13727439951791576,0,No phone service,DSL,0,0,0,0,1,0,Month-to-month,No,Mailed check,-1.0307027500219619,-0.5605159730996254,No,-1.0527767083528985,-0.9877091105044502
4767-HZZHQ,Male,0,Yes,Yes,-0.0965540357978854,1,No,Fiber optic,0,1,1,0,0,0,Month-to-month,No,Bank transfer (automatic),0.574593152138513,0.12814850371097536,No,0.03195833033183049,0.6929679888473443
2424-WVHPL,Male,1,No,No,-1.2774445836787656,1,No,Fiber optic,0,0,0,1,0,0,Month-to-month,No,Electronic check,0.3303089931140931,-0.9728234696903856,No,-0.510409189010534,0.3304351276192424
7233-PAHHL,Male,0,Yes,Yes,1.369379058123207,1,Yes,DSL,1,0,1,1,1,1,Two year,Yes,Mailed check,0.6394032351449919,1.5152496589794784,No,1.6590608883589242,0.7229070842163557
6067-NGCEU,Female,0,No,No,1.3286586944031769,1,Yes,Fiber optic,1,1,1,0,1,1,Month-to-month,Yes,Credit card (automatic),1.5384354122348645,2.1297071688791958,No,1.6590608883589242,1.4748075975534494
9848-JQJTX,Male,0,No,No,1.6137012404433893,1,Yes,Fiber optic,0,1,1,0,1,1,Two year,Yes,Bank transfer (automatic),1.2010906212011416,2.2850256153772723,No,1.1166933690165595,1.2851536342442051
8637-XJIVR,Female,0,No,No,-0.8295205827584317,1,Yes,Fiber optic,1,0,0,0,0,0,Month-to-month,Yes,Electronic check,0.47156173812821356,-0.5966488541341161,Yes,-0.510409189010534,0.4156446663116008
9803-FTJCG,Male,0,Yes,Yes,1.5729808767233588,1,Yes,DSL,1,1,0,1,0,0,One year,Yes,Credit card (automatic),0.06940686408801149,1.0892654919116826,No,0.574325849674195,0.07218327766083274
0278-YXOOG,Male,0,No,No,-1.1145631287986442,1,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,-1.4527991880641573,-0.9555511584266455,Yes,-1.0527767083528985,-1.3852086892314879
3212-KXOCR,Male,0,No,No,0.7992939660427822,1,No,No,0,0,0,0,0,0,Two year,No,Bank transfer (automatic),-1.4544609850643233,-0.5173021062213792,No,-1.0527767083528985,-1.4340281321527315
4598-XLKNJ,Female,1,Yes,No,-0.30015585439803716,1,No,Fiber optic,0,1,1,0,1,1,Month-to-month,Yes,Electronic check,1.1213243651931677,0.10357461514417286,Yes,1.1166933690165595,1.1854488380004649
6380-ARCEH,Male,0,No,No,-1.2774445836787656,1,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,-1.481049737066981,-0.9968679387548512,No,-1.0527767083528985,-1.4701153830367326
3679-XASPY,Female,0,Yes,Yes,-1.2774445836787656,1,No,No,0,0,0,0,0,0,Month-to-month,No,Electronic check,-1.505976692069473,-0.9971988259438118,No,-1.0527767083528985,-1.4948936010732827
7123-WQUHX,Male,0,No,No,0.22920887396235737,1,Yes,Fiber optic,0,0,1,1,1,0,One year,No,Bank transfer (automatic),1.0049985751815391,0.5849492976439624,No,0.574325849674195,0.9972734867081522
5386-THSLQ,Female,1,Yes,No,1.369379058123207,0,No phone service,DSL,0,1,1,0,1,0,One year,No,Bank transfer (automatic),-0.6385186579827569,0.3297911566635268,No,0.03195833033183049,-0.6221246706161727
3192-NQECA,Male,0,Yes,No,1.4508197855632678,1,Yes,Fiber optic,0,1,1,1,1,1,Two year,Yes,Bank transfer (automatic),1.503537675231376,2.352438365341499,Yes,1.6590608883589242,1.5607222378752035
6180-YBIQI,Male,0,No,No,-1.1145631287986442,0,No phone service,DSL,0,0,0,0,0,0,Month-to-month,No,Mailed check,-1.3447823830533592,-0.9615733052657274,No,-1.5951442276952632,-1.4754014028845301
6728-DKUCO,Female,0,Yes,Yes,1.6137012404433893,1,Yes,Fiber optic,1,1,0,0,1,1,One year,Yes,Electronic check,1.3091074262119398,2.2162010800734806,No,1.1166933690165595,1.2135721154719494
9750-BOOHV,Female,0,No,No,-0.015113308357824713,0,No phone service,DSL,1,0,0,0,0,0,One year,No,Mailed check,-1.150352134033923,-0.5965164992585318,No,-1.0527767083528985,-1.179745640420911
8597-CWYHH,Male,0,No,No,0.43281069256250915,1,Yes,Fiber optic,0,0,0,0,1,1,One year,No,Mailed check,0.9833952141793793,0.7242307450504181,No,0.03195833033183049,0.8753254293718421
2848-YXSMW,Male,0,Yes,Yes,1.6137012404433893,1,No,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),-1.5076384890696393,-0.4043372199102518,No,-1.0527767083528985,-1.5119400973706503
0486-HECZI,Male,0,Yes,No,0.9214550572028734,1,Yes,Fiber optic,1,1,0,0,1,0,Month-to-month,Yes,Electronic check,1.0631614701873533,1.3055333586162896,Yes,0.574325849674195,1.0094484044317573
4549-ZDQYY,Female,0,No,No,0.7992939660427822,1,No,DSL,1,0,1,1,0,0,One year,No,Credit card (automatic),-0.22639300194155818,0.3364089004427376,No,0.574325849674195,-0.20461554723923664
5712-AHQNN,Female,0,No,No,0.43281069256250915,1,No,Fiber optic,0,1,1,0,1,0,Month-to-month,Yes,Electronic check,0.893658176170409,0.7387015447809587,No,0.574325849674195,0.9005262216694806
4846-WHAFZ,Female,1,Yes,No,0.18848851024232702,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,0.39013368512007346,0.25959895431203156,Yes,-1.0527767083528985,0.4235208656484441
5256-SKJGO,Female,0,Yes,Yes,1.2879383306831464,0,No phone service,DSL,0,1,0,1,1,1,Two year,Yes,Electronic check,-0.33773340095268845,0.504609888164344,No,0.574325849674195,-0.37022060865178835
3071-VBYPO,Male,0,Yes,Yes,-1.1960038562387048,1,No,Fiber optic,1,1,0,0,1,0,Month-to-month,No,Electronic check,0.8338334841644282,-0.8961899967271251,No,0.574325849674195,0.5980398824139834
9560-BBZXK,Female,0,No,No,0.14776814652229667,0,No phone service,DSL,1,0,0,0,0,0,Two year,No,Bank transfer (automatic),-1.1204397880309327,-0.5088534533299203,No,-1.0527767083528985,-1.1038107263964003
5299-RULOA,Female,0,Yes,Yes,-0.9109613101984924,1,Yes,Fiber optic,1,0,0,0,1,1,Month-to-month,Yes,Electronic check,1.1794872601989819,-0.536074439408407,Yes,0.574325849674195,1.3798752555272615
8402-OOOHJ,Female,0,No,No,0.35136996512244845,1,No,No,0,0,0,0,0,0,Two year,No,Mailed check,-1.4660935640654862,-0.6373259192303314,No,-1.0527767083528985,-1.4645151028626182
9445-ZUEQE,Male,0,Yes,Yes,-0.21871512695797646,1,Yes,Fiber optic,0,1,0,1,0,0,Month-to-month,Yes,Credit card (automatic),0.6792863631489789,-0.056530666020865795,No,0.03195833033183049,0.4952561631512569
1091-SOZGA,Female,0,Yes,Yes,0.9621754209229036,1,Yes,Fiber optic,0,0,1,0,1,1,One year,Yes,Credit card (automatic),1.1645310871974868,1.4275424947590052,No,0.574325849674195,1.1164061033143349
2928-HLDBA,Female,0,No,No,-1.0738427650786138,1,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,-1.46443176706532,-0.9560364596371209,No,-1.0527767083528985,-1.516643370238699
0404-SWRVG,Male,0,No,No,-1.1960038562387048,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,0.32033821111309646,-0.9045062947429998,Yes,-1.0527767083528985,0.3904534779744414
6497-TILVL,Female,0,Yes,Yes,-1.0331224013585834,1,No,DSL,1,0,0,0,0,0,Month-to-month,No,Mailed check,-0.467353566965646,-0.8512113981744227,No,-0.510409189010534,-0.483942305182038
7219-TLZHO,Female,0,Yes,Yes,-1.1552834925186746,1,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,-1.4594463760648215,-0.9780294281300312,No,-1.0527767083528985,-1.617958750654815
4622-YNKIJ,Male,0,No,No,0.025607055362205634,1,No,Fiber optic,1,0,0,1,1,0,Two year,Yes,Electronic check,0.8039211381614382,0.3299676298309725,No,0.574325849674195,0.8936265036378794
4412-YLTKF,Female,1,No,No,-0.21871512695797646,1,Yes,Fiber optic,0,0,1,0,0,0,Month-to-month,Yes,Electronic check,0.44164939212522314,-0.06363371101055196,Yes,-0.510409189010534,0.475555950292568
